EkipmanNo,KoruyucuNumarasi,AnaBilimDali,Birim,KoruyucuCinsi,KursunEsdegeri,HizmetYili,Bedeni,KontrolTarihi,Durum,Aciklama,VarsaDemirbasNo,KayitTarih,Barkod,sync_status,updated_at
RKE-GK-1,,Radyoloji ABD,Radyoloji Depo,Gonad Koruyucu,,2024,,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GK-1; Koruyucu No: RAD-RDP-GK-5; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-2,,Radyoloji ABD,Radyoloji Depo,Gonad Koruyucu,,2024,Pediatrik,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GK-2; Koruyucu No: ; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-3,,Radyoloji ABD,Radyoloji Depo,Gonad Koruyucu,,2024,Pediatrik,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GK-3; Koruyucu No: ; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-4,RAD-ANJ-GON-001,Radyoloji ABD,Anjiografi,Gonad Koruyucu,,2024,,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GK-4; Koruyucu No: KRD-ANJ-GK-1; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-5,KRD-ANJ-GK-2,Kardiyoloji ABD,Anjiografi,Gonad Koruyucu,,2024,Yetişkin,2026-02-13,Kullanıma Uygun Değil,,,,,clean,
RKE-GK-6,KRD-ANJ-GK-3,Kardiyoloji ABD,Anjiografi,Gonad Koruyucu,,2024,Yetişkin,2026-02-13,Kullanıma Uygun Değil,,,,,clean,
RKE-GK-7,,Radyoloji ABD,Radyoloji Depo,Gonad Koruyucu,,2024,Yetişkin,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GK-7; Koruyucu No: ; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-8,KRD-ANJ-GK-4,Kardiyoloji ABD,Anjiografi,Gonad Koruyucu,0.50 mmPb,2024,Yetişkin,2026-02-13,Kullanıma Uygun Değil,,,,,clean,
RKE-GZ-1,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-1; Koruyucu No: ; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GZ-10,ORT-AML-KG-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Kurşun Gözlük,,2024,STN,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-10; Koruyucu No: ORT-AML-KG-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GZ-11,ORT-AML-KG-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Kurşun Gözlük,,2024,STN,2026-02-13,Kullanıma Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-11; Koruyucu No: ORT-AML-KG-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GZ-12,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-13,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-14,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-15,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-16,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-17,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-18,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-19,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-2,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-20,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-21,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-22,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-23,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-3,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-4,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-5,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-6,,Radyoloji ABD,Radyoloji Depo,Kurşun Gözlük,,2024,STN,,,,,,,clean,
RKE-GZ-7,ORT-AML-KG-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Kurşun Gözlük,,2024,STN,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-7; Koruyucu No: ORT-AML-KG-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GZ-8,ORT-AML-KG-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Kurşun Gözlük,,2024,STN,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-8; Koruyucu No: ORT-AML-KG-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GZ-9,ORT-AML-KG-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Kurşun Gözlük,,2024,STN,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-GZ-9; Koruyucu No: ORT-AML-KG-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-KG-24,NRŞ-AML-KG-1,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Kurşun Gözlük,,0,STN,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-KG-24; Koruyucu No: NRŞ-AML-KG-1; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-KG-25,NRŞ-AML-KG-2,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Kurşun Gözlük,,0,STN,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-KG-25; Koruyucu No: NRŞ-AML-KG-2; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-1,ORT-AML-Ö-1,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,S,,,,,,https://barcode.tec-it.com/barcode.ashx?code=MobileQRCode&data=RKE-O-230; Koruyucu No: ANZ-SRV-Ö-11; Durum: Kullanıma Uygun Değil; Kontrol Tarihi:01/10/2025; Gelecek Kontrol Tarihi:01/31/2026&eclevel=L&dmsize=Default,clean,
RKE-O-10,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-100,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-101,KRD-ANJ-Ö-1,Kardiyoloji ABD,Anjiografi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-102,ORT-AML-Ö-56,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-102; Koruyucu No: ORT-AML-Ö-56; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-103,ORT-AML-Ö-56,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-103; Koruyucu No: ORT-AML-Ö-56; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-104,ORT-AML-Ö-4,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-104; Koruyucu No: ORT-AML-Ö-4; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-105,ANZ-SRV-Ö-1,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-105; Koruyucu No: ANZ-SRV-Ö-1; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-106,ÜRO-END-Ö-1,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-107,ÜRO-END-Ö-2,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-108,ORT-AML-Ö-56,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-108; Koruyucu No: ORT-AML-Ö-56; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-109,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-11,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-110,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-111,ORT-AML-Ö-6,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-111; Koruyucu No: ORT-AML-Ö-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-112,ORT-AML-Ö-7,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-112; Koruyucu No: ORT-AML-Ö-7; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-113,ORT-AML-Ö-8,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-113; Koruyucu No: ORT-AML-Ö-8; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-114,ORT-AML-Ö-9,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-114; Koruyucu No: ORT-AML-Ö-9; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-115,ORT-AML-Ö-10,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-115; Koruyucu No: ORT-AML-Ö-10; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-116,ORT-AML-Ö-11,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-117,ÜRO-END-Ö-3,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-118,ÜRO-END-Ö-4,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-119,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-12,ORT-AML-Ö-12,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-120,ORT-AML-Ö-13,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-121,ÜRO-END-Ö-5,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-122,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-123,ORT-AML-Ö-14,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-124,ORT-AML-Ö-15,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-125,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-126,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-127,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-128,ORT-AML-Ö-16,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-129,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-13,KRD-ANJ-Ö-2,Kardiyoloji ABD,Anjiografi,Palto (Önlük),,2024,S,,,,,,https://barcode.tec-it.com/barcode.ashx?code=MobileQRCode&data=RKE-TK-1; Koruyucu No: ANZ-SRV-TK-19; Durum: Kullanıma Uygun; Kontrol Tarihi:01/09/2025; Gelecek Kontrol Tarihi:01/31/2026&eclevel=L&dmsize=Default,clean,
RKE-O-130,ORT-AML-Ö-17,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,L,,,,,,,clean,
RKE-O-131,ANZ-SRV-Ö-2,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-131; Koruyucu No: ANZ-SRV-Ö-2; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-132,ORT-AML-Ö-18,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-133,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-134,ORT-AML-Ö-19,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-135,ÜRO-END-Ö-6,Üroloji ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-136,ORT-AML-Ö-20,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-137,ORT-AML-Ö-21,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-138,ORT-AML-Ö-22,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-139,ORT-AML-Ö-23,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-14,KRD-ANJ-Ö-3,Kardiyoloji ABD,Anjiografi,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-140,ORT-AML-Ö-24,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,https://barcode.tec-it.com/barcode.ashx?code=MobileQRCode&data=RKE-O-231; Koruyucu No: DHL-END-Ö-9; Durum: Kullanıma Uygun Değil; Kontrol Tarihi:01/10/2025; Gelecek Kontrol Tarihi:01/31/2026&eclevel=L&dmsize=Default,clean,
RKE-O-141,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-142,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-143,ORT-AML-Ö-25,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-144,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-145,CER-END-Ö-1,Genel Cerrahi ABD,Endoskopi Ünitesi,Palto (Önlük),,2024,XL,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-145; Koruyucu No: CER-END-Ö-1; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-146,ORT-AML-Ö-26,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-147,ORT-AML-Ö-27,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-148,ORT-AML-Ö-28,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-149,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-15,ORT-AML-Ö-29,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-150,ORT-AML-Ö-30,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-151,RAD-ANJ-Ö-1,Radyoloji ABD,Anjiografi,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-152,RAD-ANJ-Ö-2,Radyoloji ABD,Anjiografi,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-153,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-154,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-155,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-156,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-157,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-158,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-159,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-16,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-160,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-161,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-162,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,XL,,,,,,,clean,
RKE-O-163,CER-AEND-Ö-7,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2019,S,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-163; Koruyucu No: CER-AEND-Ö-7; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-164,CER-AEND-Ö-8,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-164; Koruyucu No: CER-AEND-Ö-8; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-165,CER-AEND-Ö-9,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-165; Koruyucu No: CER-AEND-Ö-9; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-166,CER-AEND-Ö-10,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-166; Koruyucu No: CER-AEND-Ö-10; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-167,CER-AEND-Ö-11,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2019,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-167; Koruyucu No: CER-AEND-Ö-11; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-168,CER-AEND-Ö-12,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-168; Koruyucu No: CER-AEND-Ö-12; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-169,CER-AEND-Ö-13,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-169; Koruyucu No: CER-AEND-Ö-13; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-17,,Radyoloji ABD,Radyoloji Depo,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-170,CER-AEND-Ö-14,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-170; Koruyucu No: CER-AEND-Ö-14; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-171,CER-AEND-Ö-15,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-171; Koruyucu No: CER-AEND-Ö-15; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-172,CER-AEND-Ö-16,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-172; Koruyucu No: CER-AEND-Ö-16; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-173,CER-AEND-Ö-17,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2010,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-173; Koruyucu No: CER-AEND-Ö-17; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-174,CER-AEND-Ö-18,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Palto (Önlük),,2019,XL,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-174; Koruyucu No: CER-AEND-Ö-18; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-O-175,ANZ-SRV-Ö-8,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-175; Koruyucu No: ANZ-SRV-Ö-8; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-176,ANZ-SRV-Ö-10,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2019,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-176; Koruyucu No: ANZ-SRV-Ö-9; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-177,ANZ-SRV-Ö-12,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-177; Koruyucu No: ANZ-SRV-Ö-13; Durum: Kullanıma Uygun; Kontrol Tarihi:02/07/2025; Gelecek Kontrol Tarihi:02/28/2026,clean,
RKE-O-178,ANZ-SRV-Ö-11,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Palto (Önlük),,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-178; Koruyucu No: ANZ-SRV-Ö-11; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-18,ORT-AML-Ö-31,Ortopedi ve Travmatoloji ABD,Ameliyathane,Palto (Önlük),,2024,S,,,,,,,clean,
RKE-O-180,NRŞ-AML-Ö-4,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Palto (Önlük),,0,XL,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-180; Koruyucu No: NRŞ-AML-Ö-4; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-181,NRŞ-AML-Ö-5,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Palto (Önlük),,0,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-180; Koruyucu No: NRŞ-AML-Ö-4; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-O-182,NRŞ-AML-Ö-6,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Palto (Önlük),,0,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-O-180; Koruyucu No: NRŞ-AML-Ö-4; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
